"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z202410373","12/2/2024 8:42:10 AM","34146300","WINTOPERK, s.r.o. ","Slovenská republika","45348.500","20.000","54418.200","4","platná",
"Z202410373","12/2/2024 8:18:28 AM","43959954","KORAKO, s. r. o.","Slovenská republika","45348.350","20.000","54418.020","3","platná",
"Z202410440","12/11/2024 9:19:21 AM","46113177","Energie2, a.s.","Slovenská republika","19865.750","19.000","23640.240","1","platná",
"Z202410457","12/2/2024 7:32:45 AM","31625657","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","Slovenská republika","43852.430","10.000","48237.670","2","platná",
"Z202410457","12/2/2024 7:51:05 AM","34113924","MED - ART, spol. s r.o.","Slovenská republika","43852.420","10.000","48237.660","1","platná",
"Z202410472","12/1/2024 10:46:24 PM","36556050","ITSK, s.r.o.","Slovenská republika","48.470","20.000","58.170","2","platná",
"Z202410472","12/2/2024 8:42:44 AM","31344194","JURIGA spol. s r. o.","Slovenská republika","48.460","20.000","58.150","1","platná",
"Z202410473","12/2/2024 8:36:33 AM","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","549.500","20.000","659.400","1","platná",
"Z202410529","12/9/2024 8:49:09 AM","51238039","monstill, s.r.o.","Slovenská republika","186171.000","10.000","204788.100","1","platná",
"Z202410529","12/9/2024 8:21:38 AM","47476486","Lekáreň Viola s.r.o.","Slovenská republika","186173.000","10.000","204790.300","3","platná",
"Z202410529","12/9/2024 8:36:47 AM","31643451","PURUS, spol. s r.o.","Slovenská republika","186172.000","10.000","204789.200","2","platná",
"Z202410574","12/4/2024 9:50:54 PM","31643451","PURUS, spol. s r.o.","Slovenská republika","189617.000","10.000","208578.700","1","platná",
"Z202410574","12/4/2024 9:44:18 AM","48110591","NOVIO, s.r.o.","Slovenská republika","186231.000","","208579.000","2","platná",
"Z202410631","12/6/2024 11:28:53 AM","36421693","V-Elektra Slovakia, a.s.","Slovenská republika","216992.910","19.000","258221.560","1","platná",
"Z202410649","12/3/2024 8:43:35 AM","52005551","Ticket Service, s.r.o.","Slovenská republika","69299.000","","69299.000","1","platná",
"Z202410668","12/10/2024 4:41:06 PM","44549318","TZB Technológie, s. r. o.","Slovenská republika","17432.000","20.000","20918.400","3","platná",
"Z202410668","12/11/2024 7:31:44 AM","36778541","ZKK, s.r.o.","Slovenská republika","17214.100","20.000","20656.920","1","platná",
"Z202410668","12/10/2024 3:08:15 PM","53349466","VERATOM s.r.o.","Slovenská republika","17430.000","20.000","20916.000","2","platná",
"Z202410672","12/2/2024 6:58:57 AM","43959954","KORAKO, s. r. o.","Slovenská republika","8749.500","20.000","10499.400","3","platná",
"Z202410675","12/2/2024 12:53:02 AM","28626249","Krimar s.r.o.","Česká republika","831.650","20.000","997.980","1","platná",
"Z202410688","12/1/2024 4:32:17 PM","36582051","EQUILIBRIA, s.r.o.","Slovenská republika","383.000","10.000","421.300","1","platná",
"Z202410695","12/1/2024 11:16:30 PM","36556050","ITSK, s.r.o.","Slovenská republika","1249.910","20.000","1499.890","4","platná",
"Z202410697","12/2/2024 9:08:48 AM","52378101","Tamal s. r. o.","Slovenská republika","2079.000","20.000","2494.800","3","platná",
"Z202410698","12/9/2024 4:50:23 PM","43818030","DD21 s.r.o.","Slovenská republika","15700.000","20.000","18840.000","1","platná",
"Z202410698","12/9/2024 2:47:03 PM","45310106","COPY PRINT GROUP, a.s.","Slovenská republika","15749.140","20.000","18898.970","3","platná",
"Z202410698","12/9/2024 8:49:04 AM","45272816","CPO s.r.o. ","Slovenská republika","15740.500","20.000","18888.600","2","platná",
"Z202410711","12/1/2024 7:38:06 PM","31347525","MAJSTER PAPIER, s.r.o.","Slovenská republika","3249.160","20.000","3898.990","1","platná",
"Z202410712","12/1/2024 10:59:38 PM","36556050","ITSK, s.r.o.","Slovenská republika","2278.010","20.000","2733.610","5","platná",
"Z202410732","12/2/2024 1:11:02 PM","36057487","MMJ Trade s.r.o.","Slovenská republika","48720.000","20.000","58464.000","3","platná",
"Z202410734","12/3/2024 3:31:53 PM","50293893","Škola.sk, s. r. o.","Slovenská republika","1300.000","20.000","1560.000","2","platná",
"Z202410734","12/4/2024 9:53:18 AM","46020152","3lobit, s. r. o.","Slovenská republika","943.360","20.000","1132.030","1","platná",
"Z202410734","12/2/2024 6:34:49 PM","46489037","Silver Tech, s.r.o.","Slovenská republika","1562.880","0.000","1562.880","3","platná",
"Z202410735","12/2/2024 9:34:38 AM","43812481","TURON GASTRO s.r.o.","Slovenská republika","1120.000","20.000","1344.000","3","platná",
"Z202410735","12/2/2024 8:38:02 AM","31347525","MAJSTER PAPIER, s.r.o.","Slovenská republika","1099.170","20.000","1319.010","1","platná",
"Z202410736","12/2/2024 8:35:31 AM","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","17000.000","20.000","20400.000","3","platná",
"Z202410737","12/1/2024 4:38:02 PM","53528654","Up Déjeuner, s. r. o.","Slovenská republika","38429.980","","38429.980","1","platná",
"Z202410738","12/3/2024 9:18:07 AM","31641440","KOBIT-SK, s. r. o.","Slovenská republika","2347.000","20.000","2816.400","1","platná",
"Z202410740","12/3/2024 4:07:29 PM","36178829","DASTIN s.r.o.","Slovenská republika","537.920","20.000","645.500","3","platná",
"Z202410741","12/9/2024 10:18:19 AM","54519098","BIOHEM a. s.","Slovenská republika","332.500","20.000","399.000","1","platná",
