"VerejnyIdentifikatorZakazky","DatumPredlozeniaPonuky","Dodavatel_ICO","Dodavatel_ObchodnyNazov","Dodavatel_StatSidla","PredlozenaCenaBezDPH","SadzbaDPH","PredlozenaCenaSDPH","VyslednePoradie","StavKontraktacnejPonuky",
"Z20246948","10/1/2024 11:36:22 AM","48146676","Siemens Healthcare s. r. o.","Slovenská republika","160644.450","20.000","192773.340","1","platná",
"Z20247728","10/1/2024 8:58:49 AM","36428353","Železiarstvo HAMMER, s.r.o.","Slovenská republika","285.150","20.000","342.180","3","platná",
"Z20247755","10/1/2024 9:01:09 PM","14268035","Vladimír Janičina ELKO","Slovenská republika","1542.000","20.000","1850.400","1","platná",
"Z20247755","10/1/2024 11:02:31 AM","44007841","IMAO electric, s. r. o.","Slovenská republika","1550.000","20.000","1860.000","2","platná",
"Z20247770","10/1/2024 10:07:05 AM","00604496","MIKROCHEM spol. s r.o.","Slovenská republika","791.660","20.000","949.990","1","platná",
"Z20247792","10/1/2024 9:56:24 AM","36428353","Železiarstvo HAMMER, s.r.o.","Slovenská republika","2906.500","20.000","3487.800","3","platná",
"Z20247872","10/2/2024 9:21:00 AM","53706587","LIsyst s.r.o.","Slovenská republika","172.920","20.000","207.500","3","platná",
"Z20247872","10/2/2024 7:51:26 PM","46489037","Silver Tech, s.r.o.","Slovenská republika","207.000","0.000","207.000","1","platná",
"Z20247872","10/2/2024 6:40:56 PM","50687115","HENRYSO, s.r.o.","Slovenská republika","172.910","20.000","207.490","2","platná",
"Z20247902","10/1/2024 8:11:07 AM","50700308","CSFIT s.r.o.","Slovenská republika","4370.500","20.000","5244.600","1","platná",
"Z20247905","10/6/2024 10:01:28 PM","36396222","Aricoma Systems s.r.o.","Slovenská republika","131475.000","20.000","157770.000","2","platná",
"Z20247905","10/7/2024 8:57:46 AM","54629331","Alanata a. s.","Slovenská republika","130000.000","20.000","156000.000","1","platná",
"Z20247907","10/1/2024 9:48:20 AM","50282026","Woodensky SK,s.r.o","Slovenská republika","1500.000","20.000","1800.000","1","platná",
"Z20247924","10/1/2024 9:41:43 AM","41751477","Martin Gall - MG COMP","Slovenská republika","740.000","20.000","888.000","1","platná",
"Z20247924","10/1/2024 9:06:24 AM","31344194","JURIGA spol. s r. o.","Slovenská republika","742.040","20.000","890.450","3","platná",
"Z20247924","10/1/2024 9:08:07 AM","35891866","CLEAN TONERY, s.r.o.","Slovenská republika","742.030","20.000","890.440","2","platná",
"Z20247972","10/4/2024 8:46:53 AM","46489037","Silver Tech, s.r.o.","Slovenská republika","229.330","0.000","229.330","3","platná",
"Z20247972","10/4/2024 12:40:18 PM","44227892","4Media s. r. o.","Slovenská republika","190.000","20.000","228.000","1","platná",
"Z20247972","10/4/2024 11:50:02 AM","50687115","HENRYSO, s.r.o.","Slovenská republika","191.100","20.000","229.320","2","platná",
"Z20247976","10/4/2024 9:24:53 AM","31347525","MAJSTER PAPIER, s.r.o.","Slovenská republika","49739.440","20.000","59687.330","1","platná",
"Z20247976","10/4/2024 9:03:21 AM","35710691","Lamitec, spol. s r.o.","Slovenská republika","49741.710","20.000","59690.050","4","platná",
"Z20247976","10/4/2024 9:22:42 AM","35789719","Gekkon s.r.o.","Slovenská republika","49740.000","20.000","59688.000","2","platná",
"Z20247976","10/4/2024 9:59:45 AM","43812481","TURON GASTRO s.r.o.","Slovenská republika","49740.100","20.000","59688.120","3","platná",
"Z20247999","10/2/2024 8:37:46 AM","52700763","RAMOTECH s. r. o.","Slovenská republika","9600.000","20.000","11520.000","1","platná",
"Z20248047","10/3/2024 1:11:23 PM","46360379","RIZNER s. r. o.","Slovenská republika","2083.330","20.000","2500.000","1","platná",
"Z20248054","10/3/2024 1:12:15 PM","46360379","RIZNER s. r. o.","Slovenská republika","2916.660","20.000","3499.990","1","platná",
"Z20248066","10/3/2024 12:58:27 PM","36620009","JF, spol. s r.o.","Slovenská republika","10426.000","20.000","12511.200","1","platná",
"Z20248073","10/3/2024 9:04:14 AM","52700763","RAMOTECH s. r. o.","Slovenská republika","1000.000","20.000","1200.000","1","platná",
"Z20248074","10/3/2024 2:30:51 PM","47632500","RUBBEX s.r.o.","Slovenská republika","833.300","20.000","999.960","1","platná",
"Z20248074","10/3/2024 1:12:51 PM","46360379","RIZNER s. r. o.","Slovenská republika","833.330","20.000","1000.000","3","platná",
