"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z201915998","Z201915998_Z","Centrum výcviku Lešť","00804932","Slovenská republika","Pliešovce","96263","Lešť","HYCA s.r.o.","35900008","Slovenská republika","Pezinok","90201","Viničnianska cesta 9","Kúpna zmluva","Nákup nového nákladného automobilu valníkového trojosového s hydraulickou rukou.","34114000-9 Špeciálne vozidlá","Tovar;Služba","","Slovenská republika","Banskobystrický","Zvolen","Lešť (vojenský obvod)","Lešť","","","29.11.2019 11:00:00","dodávka","1,0000","164383,330","20,000","197260,000","2738,000","3.6.2019 10:44:00","2",
"Z201916113","Z201916113_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Lieky ATC skupiny - H02AB09 - hydrokortizón","33642200-4 Kortikosteroidy na systémové použitie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","","","","amp.","2300,0000","2644,990","10,000","2909,490","15,010","4.6.2019 10:26:00","2",
"Z201916120","Z201916120_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Lieky ATC skupiny - A03FA01","33612000-3 Liečivá pre funkčné gastrointestinálne poruchy;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","","","","amp.","10000,0000","1342,000","10,000","1476,200","98,000","4.6.2019 11:16:00","2",
"Z201916124","Z201916124_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Lieky ATC skupiny - B02BX01","33620000-2 Liečivá pre krv, krvotvorné orgány a srdcovocievny systém;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1 ","","","","amp.","3600,0000","2286,000","10,000","2514,600","214,000","4.6.2019 11:28:00","2",
"Z201916101","Z201916101_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Lieky ATC skupiny - L03AA02 - filgrastim","33652000-5 Antineoplastické a imunomodulačné činidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","","","","amp.","750,0000","7590,000","10,000","8349,000","210,000","4.6.2019 9:58:00","2",
"Z201915968","Z201915968_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","EULift s.r.o.","35724871","Slovenská republika","Galanta","92400","Ružová 192/60","Kúpna zmluva","Vysokozdvižný vozík stredný so spaľovacím dieselovým motorom","42415110-2 Vysokozdvižné vozíky","Tovar","","Slovenská republika","Trenčiansky","Trenčín","Nemšová","Vojenský útvar 9994, ul. Slovenskej armády 52,914 41 Nemšová ","14.6.2019 8:00:00","31.7.2019 14:30:00","","ks","3,0000","41566,670","20,000","49880,000","34120,000","3.6.2019 11:04:00","2",
"Z201916117","Z201916117_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Lieky ATC skupiny - A02BC02 - pantoprazol","33611000-6 Liečivá pre poruchy súvisiace s kyselinou;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","","","","amp.","3500,0000","4200,000","10,000","4620,000","3590,000","4.6.2019 11:44:00","2",
"Z201916473","Z201916473_Z","Ekonomická univerzita v Bratislave","00399957","Slovenská republika","Bratislava - mestská časť Petržalka","85235","Dolnozemská cesta 1","Ing. Peter Gerši - GC Tech.","36880574","Slovenská republika","Trenčín","91101","Jilemnického 6","Rámcová dohoda","Dodávka kancelárskych potrieb","30190000-7 Rôzne kancelárske zariadenia a kancelárske potreby;30192000-1 Kancelárske potreby;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","","","","","","","","celý predmet zákazky","1,0000","34995,000","20,000","41994,000","6,000","7.6.2019 10:37:59","2",
"Z201916474","Z201916474_Z","Centrum sociálnych služieb TAU","00647683","Slovenská republika","Turie","01312","Turie 296","Fatra TIP, s.r.o.","36412741","Slovenská republika","Martin","03601","Košúty II. - Priemyselná zóna","Rámcová dohoda","Čerstvé ovocie a zelenina","03221000-6 Zelenina;03222110-7 Tropické ovocie;03222300-6 Netropické ovocie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Žilina","Turie","Turie 296, 013 12 Turie","","","","ks, kg","1,0000","6962,500","20,000","8355,000","6,370","4.6.2019 13:38:00","2",
"Z201916486","Z201916486_Z","Základná škola s materskou školou Gbely","36080799","Slovenská republika","Gbely","90845","Pionierska 697","KASON, s.r.o.","51662787","Slovenská republika","Nitra","94905","Dvorčianska 815    ","Kúpna zmluva","Interaktívna tabula s príslušenstvom, počítačové zostavy","30195000-2 Tabule;30200000-1 Počítačové zariadenia a spotrebný materiál;39162200-7 Učebné pomôcky a zariadenia;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Skalica","Gbely","Pionierska 697","12.8.2019 14:16:00","23.8.2019 14:17:00","","ks","1,0000","10282,500","20,000","12339,000","160,980","5.6.2019 14:56:00","2",
"Z201916639","Z201916639_Z","Národný bezpečnostný úrad","36061701","Slovenská republika","Bratislava","85106","Budatínska 30","exe, a.s.","17321450","Slovenská republika","Bratislava","82109","Plynárenská 1","Zmluva o poskytovaní služieb","Microsoft Premier Support V2","48000000-8 Softvérové balíky a informačné systémy;72222300-0 Služby informačných technológií","Služba","","Slovenská republika","Bratislavský","Bratislava V","Bratislava - mestská časť Petržalka","Budatínska 30","10.6.2019 8:00:00","9.6.2020 8:00:00","","celá zákazka","1,0000","18552,500","20,000","22263,000","1685,400","3.6.2019 10:54:11","2",
"Z201916648","Z201916648_Z","Stredná odborná škola","37890191","Slovenská republika","Želovce","99106","Gottwaldova 70/43","BEPOL, s.r.o.","46968318","Slovenská republika","Nový Život","93038","Vojtechovce 627","Kúpna zmluva","Kovové regály pozinkované s drevotrieskovými policami","39151100-6 Regály;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Veľký Krtíš","Želovce","Gottwaldova 70/43","10.6.2019 8:11:00","21.6.2019 8:12:00","","ks","30,0000","1348,000","","1348,000","951,200","3.6.2019 9:02:00","2",
"Z201916650","Z201916650_Z","Žitnoostrovné múzeum v Dunajskej Strede","36087041","Slovenská republika","Dunajská Streda","92901","Múzejná 2","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika","Žilina","01001","Kálov 356","Kúpna zmluva","Nákup   stravných poukážok","30199770-8 Stravné poukážky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Dunajská Streda","Dunajská Streda","Múzejná č. 2","1.7.2019 8:07:00","30.6.2020 0:00:00","","ks","2250,0000","9972,110","","9972,110","152,890","3.6.2019 8:58:00","2",
"Z201916666","Z201916666_Z","STREDNÁ ZDRAVOTNÍCKA ŠKOLA","00606995","Slovenská republika","Zvolen","96001","J. Kozáčeka 4","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika","Žilina","01001","Kálov 356","Kúpna zmluva","Zabezpečenie stravovania zamestnancov prostredníctvom stravných poukážok","55520000-1 Služby hromadného stravovania","Služba;Tovar","","Slovenská republika","Banskobystrický","Zvolen","Zvolen","J.Kozáčeka 4","24.6.2019 9:29:00","31.12.2020 0:00:00","","ks","9900,0000","38104,210","","38104,210","505,790","3.6.2019 9:29:00","2",
"Z201916684","Z201916684_Z","Ekonomická univerzita v Bratislave","00399957","Slovenská republika","Bratislava - mestská časť Petržalka","85235","Dolnozemská cesta 1","KASON, s.r.o.","51662787","Slovenská republika","Nitra","94905","Dvorčianska 815    ","Kúpna zmluva","Dodávka výpočtovej techniky","30213000-5 Osobné počítače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava V","Bratislava - mestská časť Petržalka","Dolnozemská cesta č.1","12.6.2019 10:00:00","20.6.2019 14:00:00","","celý predmet zákazky","1,0000","11249,170","20,000","13499,000","839,000","3.6.2019 13:46:00","2",
"Z201916191","Z201916191_Z","Slovenská obchodná inšpekcia, Ústredný inšpektorát","17331927","Slovenská republika","Bratislava - Ružinov","82799","Bajkalská 21/A","SWAN, a.s.","47258314","Slovenská republika","Bratislava","81109","Landererova 12","Zmluva o poskytovaní služieb","Internetové pripojenie, dátové služby, hlasové služby pevných liniek","72400000-4 Internetové služby","Služba;Tovar","","Slovenská republika","","","","podľa rozpisu Technické vlastnosti 1/1. a., 1/1. b., 2/2. a., 2/2. b.","1.7.2019 0:00:00","30.6.2023 23:59:00","","mesiac","48,0000","71145,000","20,000","85374,000","70063,920","12.6.2019 13:14:00","2",
"Z201916690","Z201916690_Z","Nemocnica s poliklinikou Myjava","00610721","Slovenská republika","Myjava","90701","Staromyjavská 59","CHIRONAX s.r.o. ","44826877","Slovenská republika","Piešťany","92101","Školská 6/2034 ","Kúpna zmluva","Kombinovaný elektroliečebný prístroj","33155000-1 Prístroje na fyzikálnu terapiu;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Myjava","Myjava","Staromyjavská 59","5.6.2019 10:30:00","1.7.2019 12:00:00","","ks","1,0000","1760,000","20,000","2112,000","140,000","3.6.2019 10:04:00","2",
"Z201916713","Z201916713_Z","Nemocnica s poliklinikou Myjava","00610721","Slovenská republika","Myjava","90701","Staromyjavská 59","CHIRONAX s.r.o. ","44826877","Slovenská republika","Piešťany","92101","Školská 6/2034 ","Kúpna zmluva","Magnetoterapeutický prístroj","33150000-6 Prístroje na rádioterapiu, mechanoterapiu, elektroterapiu a fyzioterapiu;60000000-8 Dopravné služby (bez prepravy odpadu)","Služba","","Slovenská republika","Trenčiansky","Myjava","Myjava","Staromyjavská 59","6.6.2019 10:00:00","4.7.2019 12:00:00","","ks","1,0000","1395,000","20,000","1674,000","165,000","4.6.2019 9:52:00","2",
"Z201916728","Z201916728_Z","Mesto Modra","00304956","Slovenská republika","Modra","90001","Dukelská 38","IMPA Dolný Kubín, s.r.o.","35684046","Slovenská republika","Bratislava","811 06","Kuzmányho 12","Kúpna zmluva","Nové osobné motorové vozidlo Hyundai  i30 PD kombi alebo ekvivalent","34100000-8 Motorové vozidlá;34110000-1 Osobné automobily;34115200-8 Motorové vozidlá na prepravu menej než 10 osôb;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Pezinok","Modra","Dukelská 38","17.6.2019 13:04:00","15.7.2019 13:05:00","","ks","1,0000","11500,000","20,000","13800,000","3690,000","14.6.2019 13:52:00","2",
"Z201916748","Z201916748_Z","Obec Limbach","304891","Slovenská republika","Limbach","90091","SNP 55","Up Slovensko, s. r. o.","31396674","Slovenská republika","Bratislava","82101","Tomášikova 23/D","Kúpna zmluva","Stravné  poukážky","30199770-8 Stravné poukážky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","","","","","6.6.2019 14:43:00","10.6.2019 14:43:00","","ks","2400,0000","9349,440","","9349,440","250,560","4.6.2019 15:38:00","2",
"Z201916759","Z201916759_Z","Mesto Kráľovský Chlmec","00331619","Slovenská republika","Kráľovský Chlmec","07701","L. Kossutha 99","CSAKOM, spol. s r.o.","31107818","Slovenská republika","Bátorove Kosihy","94634","Mikulášov sad 241","Kúpna zmluva","Viacúčelové zametacie vozidlo s nadstavbou","34144400-2 Vozidlá na údržbu ciest;34144431-8 Zametacie vozidlá s odsávaním;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Trebišov","Kráľovský Chlmec","Ul. Dobranská  850","13.6.2019 8:00:00","30.9.2019 13:00:00","","súbor položiek","1,0000","158975,000","20,000","190770,000","708,000","7.6.2019 9:54:00","2",
"Z201916809","Z201916809_Z","""KAMILKA"", Zariadenie sociálnych služieb Maňa","00596221","Slovenská republika","Maňa","94145","Námestie M.R. Štefánika 8","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika","Žilina","01001","Kálov 356","Rámcová dohoda","Stravné poukážky","30199770-8 Stravné poukážky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Nitriansky","Nové Zámky","Maňa","Námestie M.R. Štefánika 8","","","","ks","1400,0000","4788,000","","4788,000","252,000","4.6.2019 9:44:00","2",
"Z201916806","Z201916806_Z","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","HM pneu-sport, s.r.o.","36757454","Slovenská republika","Kysucké Nové Mesto","02401","Neslušská cesta 1298","Kúpna zmluva","Duše a ochranné vložky do pneumatík","19511100-2 Ochranné vložky do ráfika pneumatiky;19511200-3 Duše;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trenčiansky","Trenčín","Nemšová","Slovenskej armády 52","12.6.2019 8:00:00","3.7.2019 13:00:00","","6 položiek  v množstvách podľa tejto kúpnej zmluvy","1,0000","8000,000","20,000","9600,000","4000,000","3.6.2019 14:14:00","2",
