"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20241055","Z20241055_Z","Stredná športová škola, Trieda SNP 54, Banská Bystrica","00516554","Slovenská republika","Banská Bystrica","97401","Trieda SNP 54","HS technology s.r.o.","52081061","Slovenská republika","Nitra","94901","Fraňa Mojtu 22","Kúpna zmluva","Notebook  Lenovo ThinkPad T16 Gen 1 alebo Gen 2","30213000-5 Osobné počítače;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","Trieda SNP 54","3/4/2024 2:19:00 PM","3/8/2024 2:20:00 PM","","ks","21.0000","16665.830","20.000","19999.000","10265.000","3/1/2024 5:32:00 PM","",
"Z20241160","Z20241160_Z","Národná diaľničná spoločnosť, a.s.","35919001","Slovenská republika","Bratislava","84104","Dúbravská cesta 14","Lucia Rošková R-interiér","41192516","Slovenská republika","Zvolen","96001","M. R. Štefánika 2588/33","Rámcová dohoda","Dodanie farieb na zabezpečenie náterov oceľových častí a drevených prvkov na zariadení diaľnic a rýchlostných ciest","44800000-8 Náterové farby, laky a tmely;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","Slovenská republika","","","","","","","","liter, kg","11450.0000","80000.000","20.000","96000.000","72653.770","3/1/2024 10:34:00 AM","",
"Z20241193","Z20241193_Z","Univerzita veterinárskeho lekárstva a farmácie v Košiciach","00397474","Slovenská republika","Košice -Sever","04181","Komenského 73","LABO - SK, s.r.o.","36365556","Slovenská republika","Bratislava","81102","Slávičie údolie 102/A","Rámcová dohoda","Chemikálie a špecializované chemické výrobky","24300000-7 Základné anorganické a organické chemikálie;24320000-3 Základné organické chemikálie;24950000-8 Špecializované chemické výrobky;24960000-1 Rôzne chemické výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Sever","Komenského 73","","","","podľa opisu - súbor","1.0000","","","153090.000","3331.000","3/1/2024 9:38:00 AM","",
"Z20241205","Z20241205_Z","Prešovská univerzita v Prešove","17070775","Slovenská republika","Prešov","08001","Ul. 17. novembra 15","JURIGA spol. s r. o.","31344194","Slovenská republika","Bratislava","85101","Gercenova 3","Kúpna zmluva","Tonery","30125000-1 Časti a príslušenstvo fotokopírovacích prístrojov;30125100-2 Tonerové náplne;30125120-8 Toner do fotokopírovacích strojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","ul. 17.novembra č.1, RCPU","","","3/18/2024 10:37:00 AM","ks","32.0000","2199.990","20.000","2639.990","391.210","3/4/2024 12:10:00 PM","",
"Z20241206","Z20241206_Z","Univerzita veterinárskeho lekárstva a farmácie v Košiciach","00397474","Slovenská republika","Košice -Sever","04181","Komenského 73","LABO - SK, s.r.o.","36365556","Slovenská republika","Bratislava","81102","Slávičie údolie 102/A","Rámcová dohoda","Zdravotnícky a laboratórny spotrebný materiál","19520000-7 Plastové výrobky;33140000-3 Zdravotnícky spotrebný materiál;33790000-4 Laboratórny, zdravotnícky alebo farmaceutický sklenený tovar;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Sever","Komenského 73","","","","podľa opisu - súbor","1.0000","","","152990.000","6908.000","3/4/2024 9:48:00 AM","",
"Z20241210","Z20241210_Z","Správa ciest Žilinského samosprávneho kraja","42054575","Slovenská republika","Žilina","01001","M. Rázusa 104","Pasz s. r. o.","05004209","Česká republika","Orlová","73511","V Zimném dole 758","Kúpna zmluva","Studená asfaltová obaľovaná zmes","44113700-2 Materiály na opravu ciest;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Liptovský Mikuláš","Liptovský Mikuláš","Pod Stráňami 4","3/11/2024 8:00:00 AM","3/14/2024 12:00:00 PM","","predmet zákazky","1.0000","8500.000","20.000","10200.000","7116.800","3/1/2024 10:34:00 AM","",
"Z20241225","Z20241225_Z","Všeobecná nemocnica s poliklinikou, n. o.","31908977","Slovenská republika","Veľký Krtíš","99001","Nemocničná 1","Roche Slovensko, s.r.o.","35887117","Slovenská republika","Bratislava","81109","Pribinova 7828/19","Kúpna zmluva","Reagencie pre biochemické analyzátory 2024","24300000-7 Základné anorganické a organické chemikálie","Tovar;Služba","","Slovenská republika","Banskobystrický","Veľký Krtíš","Veľký Krtíš","Nemocničná 1","3/4/2024 12:00:00 AM","3/4/2025 12:00:00 AM","","bal/ks","2037.0000","151488.670","","","0.000","3/1/2024 10:38:00 AM","",
"Z20241226","Z20241226_Z","Univerzita veterinárskeho lekárstva a farmácie v Košiciach","00397474","Slovenská republika","Košice -Sever","04181","Komenského 73","HygArt s.r.o.","51447878","Slovenská republika","Bardejov","08501","Nábrežná 861/15","Rámcová dohoda","Čistiace, dezinfekčné a hygienické prostriedky","39830000-9 Čistiace výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Košický","Košice I","Košice - mestská časť Sever","Komenského 73","","","","súbor","1.0000","61666.670","20.000","74000.000","2074.000","3/1/2024 10:38:00 AM","",
"Z20241230","Z20241230_Z","Slovenské komorné divadlo Martin","36145301","Slovenská republika","Martin","03680","Divadelná 1","LIsyst s.r.o.","53706587","Slovenská republika","Beluša","01861","Žilinská 864/6","Kúpna zmluva","Projektor","30191200-6 Spätné projektory;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Žilinský","Martin","Martin","Divadelná 651/1","3/8/2024 8:00:00 AM","3/22/2024 8:00:00 AM","","súbor /podľa špecifikácie/","1.0000","9989.170","20.000","11987.000","2072.200","3/5/2024 10:50:00 AM","",
"Z20241239","Z20241239_Z","Prešovská univerzita v Prešove","17070775","Slovenská republika","Prešov","08001","Ul. 17. novembra 15","CLEAN TONERY, s.r.o.","35891866","Slovenská republika","Pezinok","90201","Za Hradbami 27","Kúpna zmluva","Tonery","30125000-1 Časti a príslušenstvo fotokopírovacích prístrojov;30125100-2 Tonerové náplne;30125120-8 Toner do fotokopírovacích strojov;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","ul. 17. novembra č.1, Filozofická fakulta","","","3/15/2024 10:00:00 AM","ks","1.0000","39.170","20.000","47.000","1.950","3/4/2024 10:24:00 AM","",
