"IdentifikatorZakazky","IdentifikatorZmluvy","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DodavatelObchodneMeno","DodavatelICO","DodavatelStat","DodavatelObec","DodavatelPSC","DodavatelUlica","ZmluvnyVztah","OpisnyFormularNazov","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","CenaBezDPH","CenaSadzbaDPH","CenaVrataneDPH","Uspora","DatumZazmluvnenia","IdStavVCrz",
"Z20199429","Z20199429_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","Lieky ATC skupiny - V03AB35 - sugamadex","33600000-6 Farmaceutické výrobky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","","","","amp.","100,0000","7200,000","10,000","7920,000","0,000","1.4.2019 15:08:00","2",
"Z20199529","Z20199529_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Lieky ATC skupiny - L03AA13 - pegfilgrastim","33652000-5 Antineoplastické a imunomodulačné činidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","","","","amp.","5,0000","3214,290","10,000","3535,720","8,710","2.4.2019 9:52:00","",
"Z20199532","Z20199532_Z","Národný onkologický ústav","00165336","Slovenská republika","Bratislava","83110","Klenová 1","INTRAVENA s.r.o.","31717802","Slovenská republika","Prešov","08001","Levočská 9","Rámcová dohoda","Lieky ATC skupiny - L01AA09 - bendamustín","33652100-6 Antineoplastické činidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Klenová 1","","","","amp.","365,0000","5715,000","10,000","6286,500","0,000","2.4.2019 9:58:00","",
"Z201910010","Z201910010_Z","Národný ústav detských chorôb","00607231","Slovenská republika","Bratislava","83340","Limbová 1","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","Levetiracetam","33661300-4 Antiepileptiká;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Limbova 1","","","","tablety, fľaše, liekovky","2235,0000","5249,550","10,000","5774,510","315,100","1.4.2019 10:50:00","2",
"Z201910012","Z201910012_Z","Národný ústav detských chorôb","00607231","Slovenská republika","Bratislava","83340","Limbová 1","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Altepláza","33621100-0 Antitrombotické činidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Limbova 1","","","","liekovka injekčná sklenená","17,0000","4920,250","10,000","5412,280","175,620","1.4.2019 13:24:00","2",
"Z201910015","Z201910015_Z","Národný ústav detských chorôb","00607231","Slovenská republika","Bratislava","83340","Limbová 1","MED - ART, spol. s r.o.","34113924","Slovenská republika","Nitra","94901","Hornočermánska 4","Rámcová dohoda","Melfalán","33652000-5 Antineoplastické a imunomodulačné činidlá;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Limbova 1","","","","liekovka injekčná sklenená","39,0000","5869,880","10,000","6456,870","154,060","1.4.2019 13:40:00","2",
"Z201910011","Z201910011_Z","Národný ústav detských chorôb","00607231","Slovenská republika","Bratislava","83340","Limbová 1","UNIPHARMA - 1.slovenská lekárnická akciová spoločnosť","31625657","Slovenská republika","Bojnice","97201","Opatovská cesta 4","Rámcová dohoda","Aciklovir","33631400-6 Antibiotiká a chemoterapeutiká na dermatologické použitie;33651400-2 Antivírusové prostriedky na systémové použitie;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Bratislavský","Bratislava III","Bratislava - mestská časť Nové Mesto","Limbova 1","","","","tuby, tablety, fľaše, liekovky","8350,0000","10466,140","10,000","11512,760","54,860","1.4.2019 11:48:00","2",
"Z20199758","Z20199758_Z","Združenie používateľov Slovenskej akademickej dátovej siete (SANET)","17055270","Slovenská republika","Bratislava - mestská časť Staré Mesto","81107","Vazovova 5","SITEL s.r.o.","31668305","Slovenská republika","Košice","04001","Zemplínska 6","Zmluva o dielo","Zriadenie optického prepoja","32562000-0 Káble s optickým vláknom;60000000-8 Dopravné služby (bez prepravy odpadu);45314310-7 Pokládka káblov","Tovar;Služba","","Slovenská republika","Prešovský","Prešov","Prešov","","10.4.2019 8:00:00","15.7.2019 16:00:00","","Počet realizácií predmetu zákazky","1,0000","12415,000","20,000","14898,000","1682,010","1.4.2019 10:38:00","2",
"Z201910396","Z201910396_Z","Všeobecná nemocnica s poliklinikou, n.o.","31908977","Slovenská republika","Veľký Krtíš","99001","Nemocničná 1","VIDRA a spol. s.r.o.","31589561","Slovenská republika","Žilina","01196","Štrková 8","Rámcová dohoda","Infúzna a transfúzna súprava","33680000-0 Farmaceutické potreby;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Banskobystrický","Veľký Krtíš","Veľký Krtíš","Nemocničná 1","","","","ks","45000,0000","5699,000","20,000","6838,800","1501,000","2.4.2019 10:02:01","",
"Z201910405","Z201910405_Z","Národná diaľničná spoločnosť, a.s.","35919001","Slovenská republika","Bratislava","84104","Dúbravská cesta 14","DOPRAVNE ZNAČENIE, s.r.o.","34139184","Slovenská republika","Trnava","91701","Ulica Zavarská 9290/10J","Kúpna zmluva","Vodiaca doska","34992200-9 Dopravné značky;60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar;Služba","","Slovenská republika","Trnavský","Galanta","Galanta","Matúškovská cesta č. 886","15.4.2019 9:32:00","18.4.2019 9:33:00","","zákazka","1,0000","7700,000","20,000","9240,000","300,000","1.4.2019 8:38:00","2",
