"IdentifikatorZakazky","ZakazkaUrl","ReferenciaTyp","ReferenciaDatumPoslednejZmeny","ReferenciaDovodPoslednejZmeny","ReferenciaPolozka","DodavatelObchodneMeno","DodavatelICO","DodavatelStat",
"Z201850482","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/213407","Pozitívne","2/5/2025 8:50:49 AM","","","TT Ice-snow s.r.o.","07087039","Česká republika",
"Z201920385","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/240953","Uspokojivé","2/4/2025 7:29:49 AM","","","HYDRA Computer s.r.o.","44307691","Slovenská republika",
"Z20207753","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/267162","Neuspokojivé","2/3/2025 10:04:41 AM","","Dodávateľ bol v nepovolenom omeškaní s dodaním predmetu zmluvy; Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","RICOH Slovakia s.r.o.","31331785","Slovenská republika",
"Z202030095","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/289504","Uspokojivé","2/6/2025 7:44:32 AM","","","Lindström, s.r.o.","35742364","Slovenská republika",
"Z20213432","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/297189","Neuspokojivé","2/7/2025 6:45:50 AM","","Dodávateľ nedodal predmet zmluvy v rozsahu uvedenom v zmluve","CYEB s.r.o.","46851658","Slovenská republika",
"Z20213434","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/297191","Uspokojivé","2/6/2025 2:36:39 PM","","","MAGNA ENERGIA a.s.","35743565","Slovenská republika",
"Z20213577","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/297334","Uspokojivé","2/7/2025 6:55:05 AM","","","Pow-en a.s.","43860125","Slovenská republika",
"Z20219642","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/303399","Uspokojivé","2/4/2025 7:31:14 AM","","","Tibor Varga TSV PAPIER","32627211","Slovenská republika",
"Z202118826","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/312583","Uspokojivé","2/3/2025 9:07:57 AM","","","VILLA PRO s.r.o.","31682731","Slovenská republika",
"Z202123144","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/316901","Uspokojivé","2/4/2025 7:29:22 AM","","","Slovanet, a. s.","35954612","Slovenská republika",
"Z202123474","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/317231","Uspokojivé","2/4/2025 9:38:37 AM","","","Stredoslovenská energetika, a. s.","51865467","Slovenská republika",
"Z202124559","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/318316","Uspokojivé","2/3/2025 8:04:33 AM","","","CLEAN TONERY, s.r.o.","35891866","Slovenská republika",
"Z2022980","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/320078","Uspokojivé","2/5/2025 8:53:55 AM","","","DOXX - Stravné lístky, spol. s r.o.","36391000","Slovenská republika",
"Z20222737","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/321835","Uspokojivé","2/3/2025 6:06:18 AM","","","ITSK, s.r.o.","36556050","Slovenská republika",
"Z20223607","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/322705","Uspokojivé","2/3/2025 6:05:12 AM","","","Ing. Petra Spišáková - Majster Papier","46340998","Slovenská republika",
"Z20224077","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323175","Uspokojivé","2/4/2025 12:21:45 PM","","","Zeppelin SK s.r.o.","31579710","Slovenská republika",
"Z20224106","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323204","Uspokojivé","2/3/2025 6:04:45 AM","","","Vladimír Janičina ELKO","14268035","Slovenská republika",
"Z20224149","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323247","Uspokojivé","2/3/2025 6:04:06 AM","","","KIN.SKY s. r. o.","52654532","Slovenská republika",
"Z20224398","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323496","Uspokojivé","2/3/2025 6:03:34 AM","","","Vladimír Janičina ELKO","14268035","Slovenská republika",
"Z20224762","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323860","Uspokojivé","2/4/2025 12:23:48 PM","","","Zeppelin SK s.r.o.","31579710","Slovenská republika",
"Z20225229","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/324327","Uspokojivé","2/3/2025 6:03:08 AM","","","GIEGO s.r.o.","51055724","Slovenská republika",
"Z20225615","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/324713","Uspokojivé","2/5/2025 8:57:48 AM","","","HAGARD: HAL, spol. s r.o.","50111990","Slovenská republika",
"Z20226334","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325432","Uspokojivé","2/4/2025 7:30:43 AM","","","HYDRA Computer s.r.o.","44307691","Slovenská republika",
"Z20226481","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325579","Uspokojivé","2/3/2025 6:02:42 AM","","","SIGNAL-CODE s.r.o.","45697515","Slovenská republika",
"Z20226829","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325927","Uspokojivé","2/4/2025 12:28:44 PM","","","Zeppelin SK s.r.o.","31579710","Slovenská republika",
"Z20226736","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325834","Uspokojivé","2/3/2025 6:01:36 AM","","","H-COLOR, spol.s.r.o.","36539457","Slovenská republika",
"Z20226732","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/325830","Uspokojivé","2/3/2025 6:02:10 AM","","","EULift s.r.o.","35724871","Slovenská republika",
"Z20227093","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/326191","Uspokojivé","2/3/2025 6:01:02 AM","","","EULift s.r.o.","35724871","Slovenská republika",
"Z20227447","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/326545","Uspokojivé","2/4/2025 12:26:08 PM","","","Zeppelin SK s.r.o.","31579710","Slovenská republika",
"Z20227713","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/326811","Uspokojivé","2/4/2025 12:27:08 PM","","","RAPIER s.r.o.","44565445","Slovenská republika",
"Z20227456","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/326554","Uspokojivé","2/4/2025 12:25:30 PM","","","IBO s.r.o.","36340073","Slovenská republika",
"Z20227756","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/326854","Uspokojivé","2/3/2025 6:00:11 AM","","","Nilfisk s.r.o.","35874112","Slovenská republika",
"Z20228467","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/327565","Uspokojivé","2/3/2025 5:59:43 AM","","","VLan s.r.o.","46118896","Slovenská republika",
"Z20228553","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/327651","Uspokojivé","2/4/2025 12:24:28 PM","","","Zeppelin SK s.r.o.","31579710","Slovenská republika",
"Z20228776","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/327874","Uspokojivé","2/3/2025 5:59:14 AM","","","PAH s.r.o.","36602124","Slovenská republika",
"Z20228843","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/327941","Uspokojivé","2/3/2025 5:58:06 AM","","","STOLAMED PLUS, s. r. o.","46892923","Slovenská republika",
"Z20228839","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/327937","Uspokojivé","2/3/2025 5:58:42 AM","","","SK-Stolamed, s. r. o.","48249726","Slovenská republika",
