"IdentifikatorZakazky","ZakazkaUrl","StavZakazky","PouzityPostup","ObjednavatelDruh","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DatumVyhlasenia","DatumZazmluvnenia","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularFunkcnaSpecifikacia","OpisnyFormularTechnickaSpecifikaciaTextova","OpisnyFormularTechnickaSpecifikaciaCiselna","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","MaximalnaVyskaZdrojov","ZmluvnyVztah","FinancovanieEU","HodnotiaceKriterium","LehotaNaPredkladaniePonuk","PocetNotifikovanychDodavatelov","VstupnaCena","PocetSutaziacich","PocetPredlozenychPonuk","ZaciatokAukcie","TrvanieAukcie_Minut","PredlzovanieAukcie_Minut","ProtokolOPriebehuZadavaniaZakazky","Priloha_c1_ZmluvnyFormularZakazky","Priloha_c2_VyslednePoradieDodavatelov","Priloha_c3_Zmluva","Priloha_c4A_ZaznamOSystemovychUdalostiachZakazky","Priloha_c4B_ZaznamOSystemovychUdalostiachElektronickejAukcie","AnonymnyZmluvnyFormularZakazky","ObjednavkovyFormularZakazky",
"Z20228717","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/327815","zrušená","§ 117 a § 110 ZVO","","","","","","","","8.8.2022 8:06:20","","Ostatné interiérové vybavenie","Poštová schránka","44422000-4 Poštové schránky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","schránka na poštové zásielky","Technické vlastnosti: rozmery, Hodnota / charakteristika: (š/v/h): 400×340×100mm; Technické vlastnosti: materiál, Hodnota / charakteristika: nezer; Technické vlastnosti: povrch, Hodnota / charakteristika: lesk; Technické vlastnosti: maximálny formát listu, Hodnota / charakteristika: C4; Technické vlastnosti: kotvenie, Hodnota / charakteristika: na šírku - dodanie vrátane kotviacích prvkov; Technické vlastnosti: zámka s kľúčom, Hodnota / charakteristika: áno - 2 x kľúč; Technické vlastnosti: otvor na vhod pošty, Hodnota / charakteristika: na prednej strane","Technické vlastnosti: počet kusov, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 6","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","5.9.2022 8:04:00","23.9.2022 8:04:00","","súhrn požadovaného množstva","1,0000","265,000","Kúpna zmluva","False","Cena s DPH","2.9.2022 9:00:00","275","","0","0","2.9.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=4eccda03-0a42-47e8-ad9b-8cae894c2963","","","","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=44a6a267-fb5c-438e-b3e4-67d702e923cc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=2b17088b-0ed6-40b8-bb1e-9d2a7678d14f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=58ead2f1-bb93-4e11-ba97-79eff6715c5c","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f5b3c849-35af-4c22-86ed-ee70f02ae34b",
"Z20228797","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/327895","zrušená","§ 117 a § 110 ZVO","","","","","","","","8.8.2022 12:08:19","","Priemyselne vyrábané nekovové materiály","Plomba plastová","19520000-7 Plastové výrobky; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","plombovanie","Technické vlastnosti: materiál, Hodnota / charakteristika: plast; Technické vlastnosti: farba, Hodnota / charakteristika: červená","Technické vlastnosti: počet kusov, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 400; Technické vlastnosti: priemer, Jednotka: mm, Minimum: , Maximum: , Presná hodnota: 15","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","5.9.2022 12:07:00","23.9.2022 12:07:00","","súhrn požadovaného množstva","1,0000","20,000","Kúpna zmluva","False","Cena s DPH","2.9.2022 10:00:00","188","","0","0","2.9.2022 10:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=87f9e29f-3b16-4617-a23b-611478089d49","","","","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6dbba968-a0a2-415e-ac9b-71c44a50e0d3","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=16626ee8-fe22-4a91-ba65-0eed6780ed85","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6d28912d-e69c-4a00-ae90-caa568cec1e9","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f7a2cf3a-6205-4b20-90f3-b789fc1d1e40",
"Z20228960","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/328058","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","11.8.2022 11:19:20","2.9.2022 11:14:00","Monočlánky a batérie","Batérie","31400000-0 Akumulátory, galvanické články a batérie; 31411000-0 Alkalické batérie; 31422000-0 Sady batérií; 31430000-9 Elektrické akumulátory; 31432000-3 Ni-Cd akumulátory; 31433000-0 Akumulátory Ni-Fe; 31434000-7 Lítiové akumulátory; 31440000-2 Batérie; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","batéria","Technické vlastnosti: typ batérie, Hodnota / charakteristika: AAA - tužková; Technické vlastnosti: prednabitá, Hodnota / charakteristika: áno; Technické vlastnosti: druh batérie, Hodnota / charakteristika: Ni-Mh; Technické vlastnosti: Napätie, Hodnota / charakteristika: 1,2 V; Technické vlastnosti: nabíjacie, Hodnota / charakteristika: áno; Technické vlastnosti: balenie, Hodnota / charakteristika: 4 ks v balení; Technické vlastnosti: kapacita, Hodnota / charakteristika: 1.000 mAh","Technické vlastnosti: počet balení (4 ks v balení), Jednotka: balenie, Minimum: , Maximum: , Presná hodnota: 55","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","5.9.2022 8:00:00","30.9.2022 10:00:00","","súhrn požadovaného množstva","1,0000","1086,000","Kúpna zmluva","False","Cena s DPH","2.9.2022 10:30:00","550","1086,000","4","34","2.9.2022 10:45:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=494d5033-7779-47ce-98ae-bdddce3c1a83","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e9f3c875-460e-4739-bdb8-996606a79703","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=18086020-efe1-4786-ba55-4dde683b865e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=67406a4a-7d10-40c0-8fd6-fc629b9fd14a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=83283546-9f68-4bb7-8711-7e4b44349f10","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6158e327-a163-4fd5-8ebb-51ec6e210460","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e7960c62-8cd9-4f4d-b862-cea985d19456","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=824256b5-f459-40b1-8121-94075da83a65",
"Z20228960","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/328058","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","11.8.2022 11:19:20","2.9.2022 11:14:00","Monočlánky a batérie","","","","","batéria","Technické vlastnosti: typ batérie, Hodnota / charakteristika: AA - tužková; Technické vlastnosti: prednabitá, Hodnota / charakteristika: áno; Technické vlastnosti: druh batérie, Hodnota / charakteristika: Ni-Mh; Technické vlastnosti: Napätie, Hodnota / charakteristika: 1,2 V; Technické vlastnosti: nabíjacie, Hodnota / charakteristika: áno; Technické vlastnosti: balenie, Hodnota / charakteristika: 2 ks v balení; Technické vlastnosti: kapacita, Hodnota / charakteristika: 2.100 mAh","Technické vlastnosti: počet balení (2 ks v balení), Jednotka: balenie, Minimum: , Maximum: , Presná hodnota: 80","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","5.9.2022 8:00:00","30.9.2022 10:00:00","","súhrn požadovaného množstva","1,0000","1086,000","Kúpna zmluva","False","Cena s DPH","2.9.2022 10:30:00","550","1086,000","4","34","2.9.2022 10:45:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=494d5033-7779-47ce-98ae-bdddce3c1a83","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e9f3c875-460e-4739-bdb8-996606a79703","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=18086020-efe1-4786-ba55-4dde683b865e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=67406a4a-7d10-40c0-8fd6-fc629b9fd14a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=83283546-9f68-4bb7-8711-7e4b44349f10","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6158e327-a163-4fd5-8ebb-51ec6e210460","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e7960c62-8cd9-4f4d-b862-cea985d19456","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=824256b5-f459-40b1-8121-94075da83a65",
"Z20228960","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/328058","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","11.8.2022 11:19:20","2.9.2022 11:14:00","Monočlánky a batérie","","","","","batéria","Technické vlastnosti: typ batérie, Hodnota / charakteristika: C; Technické vlastnosti: prednabitá, Hodnota / charakteristika: áno; Technické vlastnosti: druh batérie, Hodnota / charakteristika: Ni-Mh; Technické vlastnosti: Napätie, Hodnota / charakteristika: 1,2 V; Technické vlastnosti: nabíjacie, Hodnota / charakteristika: áno; Technické vlastnosti: balenie, Hodnota / charakteristika: 2 ks v balení; Technické vlastnosti: kapacita, Hodnota / charakteristika: 3.000 mAh","Technické vlastnosti: počet balení (2 ks v balení), Jednotka: balenie, Minimum: , Maximum: , Presná hodnota: 10","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","5.9.2022 8:00:00","30.9.2022 10:00:00","","súhrn požadovaného množstva","1,0000","1086,000","Kúpna zmluva","False","Cena s DPH","2.9.2022 10:30:00","550","1086,000","4","34","2.9.2022 10:45:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=494d5033-7779-47ce-98ae-bdddce3c1a83","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e9f3c875-460e-4739-bdb8-996606a79703","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=18086020-efe1-4786-ba55-4dde683b865e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=67406a4a-7d10-40c0-8fd6-fc629b9fd14a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=83283546-9f68-4bb7-8711-7e4b44349f10","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6158e327-a163-4fd5-8ebb-51ec6e210460","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e7960c62-8cd9-4f4d-b862-cea985d19456","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=824256b5-f459-40b1-8121-94075da83a65",
"Z20228960","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/328058","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","11.8.2022 11:19:20","2.9.2022 11:14:00","Monočlánky a batérie","","","","","batéria","Technické vlastnosti: typ batérie, Hodnota / charakteristika: D; Technické vlastnosti: prednabitá, Hodnota / charakteristika: áno; Technické vlastnosti: druh batérie, Hodnota / charakteristika: Ni-Mh; Technické vlastnosti: Napätie, Hodnota / charakteristika: 1,2 V; Technické vlastnosti: nabíjacie, Hodnota / charakteristika: áno; Technické vlastnosti: balenie, Hodnota / charakteristika: 2 ks v balení; Technické vlastnosti: kapacita, Hodnota / charakteristika: 3.000 mAh","Technické vlastnosti: počet balení (2 ks v balení), Jednotka: balenie, Minimum: , Maximum: , Presná hodnota: 10","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","5.9.2022 8:00:00","30.9.2022 10:00:00","","súhrn požadovaného množstva","1,0000","1086,000","Kúpna zmluva","False","Cena s DPH","2.9.2022 10:30:00","550","1086,000","4","34","2.9.2022 10:45:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=494d5033-7779-47ce-98ae-bdddce3c1a83","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e9f3c875-460e-4739-bdb8-996606a79703","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=18086020-efe1-4786-ba55-4dde683b865e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=67406a4a-7d10-40c0-8fd6-fc629b9fd14a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=83283546-9f68-4bb7-8711-7e4b44349f10","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6158e327-a163-4fd5-8ebb-51ec6e210460","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e7960c62-8cd9-4f4d-b862-cea985d19456","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=824256b5-f459-40b1-8121-94075da83a65",
"Z20228960","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/328058","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","11.8.2022 11:19:20","2.9.2022 11:14:00","Monočlánky a batérie","","","","","batéria","Technické vlastnosti: typ batérie, Hodnota / charakteristika: CR2032; Technické vlastnosti: druh batérie, Hodnota / charakteristika: líthiová; Technické vlastnosti: Napätie, Hodnota / charakteristika: 3 V; Technické vlastnosti: kapacita, Hodnota / charakteristika: 240 mAh","Technické vlastnosti: počet kusov, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 20","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","5.9.2022 8:00:00","30.9.2022 10:00:00","","súhrn požadovaného množstva","1,0000","1086,000","Kúpna zmluva","False","Cena s DPH","2.9.2022 10:30:00","550","1086,000","4","34","2.9.2022 10:45:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=494d5033-7779-47ce-98ae-bdddce3c1a83","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e9f3c875-460e-4739-bdb8-996606a79703","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=18086020-efe1-4786-ba55-4dde683b865e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=67406a4a-7d10-40c0-8fd6-fc629b9fd14a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=83283546-9f68-4bb7-8711-7e4b44349f10","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6158e327-a163-4fd5-8ebb-51ec6e210460","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e7960c62-8cd9-4f4d-b862-cea985d19456","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=824256b5-f459-40b1-8121-94075da83a65",
"Z20228960","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/328058","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ministerstvo obrany Slovenskej republiky","30845572","Slovenská republika","Bratislava","83247","Kutuzovova 8","11.8.2022 11:19:20","2.9.2022 11:14:00","Monočlánky a batérie","","","","","batéria","Technické vlastnosti: typ batérie, Hodnota / charakteristika: CMOS CR2032; Technické vlastnosti: druh batérie, Hodnota / charakteristika: líthiová batéria s káblom – 2 PIN; Technické vlastnosti: Napätie, Hodnota / charakteristika: 3 V; Technické vlastnosti: kapacita, Hodnota / charakteristika: 200 mAh","Technické vlastnosti: počet kusov, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 19","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","5.9.2022 8:00:00","30.9.2022 10:00:00","","súhrn požadovaného množstva","1,0000","1086,000","Kúpna zmluva","False","Cena s DPH","2.9.2022 10:30:00","550","1086,000","4","34","2.9.2022 10:45:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=494d5033-7779-47ce-98ae-bdddce3c1a83","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e9f3c875-460e-4739-bdb8-996606a79703","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=18086020-efe1-4786-ba55-4dde683b865e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=67406a4a-7d10-40c0-8fd6-fc629b9fd14a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=83283546-9f68-4bb7-8711-7e4b44349f10","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=6158e327-a163-4fd5-8ebb-51ec6e210460","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=e7960c62-8cd9-4f4d-b862-cea985d19456","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=824256b5-f459-40b1-8121-94075da83a65",
"Z20228986","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/328084","zrušená","§ 117 a § 110 ZVO","","","","","","","","11.8.2022 14:03:12","","Čistiace stroje, podlahové leštiče a príslušenstvo","Ručný vysávač","39713430-6 Vysávače prachu; 42999100-6 Vysávače prachu nie pre domácnosť; 42995000-7 Rôzne čistiace stroje; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","vysávanie","Technické vlastnosti: Wet&Dry – mokré aj suché vysávanie, 3 LED diódy, batéria Li-Ion 11,1 V s kapacitou 2000 mAh bez pamäťového efektu, výdrž na 1 nabitie až 45 minút, 2 výkonové stupne, HEPA filter, doba nabíjania: 5 hod, Hodnota / charakteristika: popis; Technické vlastnosti: Dlhá štrbinová hubica, Hubica s kefkou, Stierka na upratanie tekutín, Nabíjací nástenný držiak, Adaptér, Hodnota / charakteristika: príslušenstvo","Technické vlastnosti: počet kusov, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 1","Slovenská republika","Banskobystrický","Banská Bystrica","Banská Bystrica","ČSA 7","5.9.2022 8:00:00","30.9.2022 14:00:00","","súhrn požadovaného množstva","1,0000","47,000","Kúpna zmluva","False","Cena s DPH","2.9.2022 9:30:00","390","","0","0","2.9.2022 9:45:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=33b8e16f-e7d7-4a24-9f9b-6e6175214e0f","","","","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f866f2c3-1a25-4f6d-bad3-7de280b28e79","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=c45d6e15-05a7-4cef-b13e-0ca73387e0a6","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=67c5be6c-d040-4b07-b22e-a200659787b2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=be51f4bc-d091-4aee-ab99-bb8a856a2fa7",
"Z20228700","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/327798","zazmluvnená","§ 110 ZVO","§ 7 ods. 1 písm. d)","Univerzita Komenského v Bratislave","00397865","Slovenská republika","Bratislava","81499","Šafárikovo nám. 6","11.8.2022 14:26:37","5.9.2022 8:38:00","Laboratórne odstredivky a príslušenstvo","Laboratórne odstredivky a príslušenstvo","42931100-2 Laboratórne odstredivky a príslušenstvo; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","Stolová centrifúga vrátane 2 ks rotorov","Technické vlastnosti: RPM:, Hodnota / charakteristika: 6000 / min.; Technické vlastnosti: Možnosť alternácie rotorov na:, Hodnota / charakteristika: na 12 x 15 ml skúmavky (uhlový rotor 35°) a 8 x 50 ml skúmavky (uhlový rotor 45°, vrátane inzertov ak sú potrebné; Technické vlastnosti: Hlučnosť:, Hodnota / charakteristika: do 55 dB; Technické vlastnosti: Napr. ako:, Hodnota / charakteristika: ROTOFIX 32 A (HETTICH) kat.č. 1206 + 1613 +1418 +1468 od Lamda Life alebo ekvivalent","","Slovenská republika","Bratislavský","Bratislava","Bratislava","Univerzita Komenského v Bratislave, Farmaceutická fakulta, Odbojárov 10, 832 32, Bratislava","9.9.2022 8:00:00","30.11.2022 14:00:00","","kompletný predmet zákazky","1,0000","7592,700","Kúpna zmluva","False","Cena bez DPH","5.9.2022 8:00:00","212","7592,000","2","9","5.9.2022 8:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0c984517-368e-4138-8573-1365c1468c7a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=51cd69cd-81c8-4109-a72d-20a7b2cac35f","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=9b5e8681-20ec-4076-af30-68ae1b307587","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=5eb1aa73-d152-4b54-80d6-5f7636e37816","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=cace7408-d287-4ed1-8f7d-936414e2648a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=516688e3-5898-44a9-9af5-b555ababe5fe","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f291257b-d214-4f60-afbc-3a689541d062","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=5bb7124b-6703-4e6d-9fc3-a4aa63490fe8",
