"IdentifikatorZakazky","ZakazkaUrl","StavZakazky","PouzityPostup","ObjednavatelDruh","ObjednavatelObchodneMeno","ObjednavatelICO","ObjednavatelStat","ObjednavatelObec","ObjednavatelPSC","ObjednavatelUlica","DatumVyhlasenia","DatumZazmluvnenia","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularFunkcnaSpecifikacia","OpisnyFormularTechnickaSpecifikaciaTextova","OpisnyFormularTechnickaSpecifikaciaCiselna","MiestoPlneniaStat","MiestoPlneniaKraj","MiestoPlneniaOkres","MiestoPlneniaObec","MiestoPlneniaUlica","LehotaPlneniaOd","LehotaPlneniaDo","LehotaPlneniaPresne","MnozstvoJednotka","MnozstvoHodnota","MaximalnaVyskaZdrojov","ZmluvnyVztah","FinancovanieEU","HodnotiaceKriterium","LehotaNaPredkladaniePonuk","PocetNotifikovanychDodavatelov","VstupnaCena","PocetSutaziacich","PocetPredlozenychPonuk","ZaciatokAukcie","TrvanieAukcie_Minut","PredlzovanieAukcie_Minut","ProtokolOPriebehuZadavaniaZakazky","Priloha_c1_ZmluvnyFormularZakazky","Priloha_c2_VyslednePoradieDodavatelov","Priloha_c3_Zmluva","Priloha_c4A_ZaznamOSystemovychUdalostiachZakazky","Priloha_c4B_ZaznamOSystemovychUdalostiachElektronickejAukcie","AnonymnyZmluvnyFormularZakazky","ObjednavkovyFormularZakazky",
"Z20224675","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323773","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738255","Slovenská republika","Bratislava","81229","Chorvátska 5","11.5.2022 13:56:35","3.6.2022 9:38:00","Kuchynské potreby","hrniec, struhák, panvica, varecha, miska, doska, naberačka","39221000-7 Kuchynské vybavenie; 39221100-8 Kuchynské potreby; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","","Technické vlastnosti: Materiál, Hodnota / charakteristika: kombinované; Technické vlastnosti: šírka, Hodnota / charakteristika: 11 cm; Technické vlastnosti: výška, Hodnota / charakteristika: 23 cm; Technické vlastnosti: dĺžka, Hodnota / charakteristika: 11 cm","Technické vlastnosti: Struhák 4 stranný ihlan, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 10","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Chorvátska 5","28.6.2022 8:00:00","30.6.2022 14:00:00","","ks","201,0000","1641,720","Kúpna zmluva","False","Cena s DPH","3.6.2022 9:00:00","250","1560,000","2","3","3.6.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=15dcc329-9c40-4198-a5ba-a04a34389d67","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=895f7bdd-f2ea-494c-8494-0aaf321de90a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=7b2b33cd-bd32-41e0-83a4-bebe4868ec3c","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f65c0552-fea2-40ab-97b9-07a256d0f57b","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0badcca1-dd2d-45cb-a236-4720d8504082","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ed6ef3ca-6fad-403d-a1e5-b51e078bf14e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=122090ee-efdb-4dd8-bdc2-de44e6469bdc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=06e2ae41-7250-4a44-8e7f-3102337cac47",
"Z20224675","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323773","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738255","Slovenská republika","Bratislava","81229","Chorvátska 5","11.5.2022 13:56:35","3.6.2022 9:38:00","Kuchynské potreby","","","","","","Technické vlastnosti: Materiál, Hodnota / charakteristika: smalt; Technické vlastnosti: Hrniec vhodný pre všetky typy sporákov, Hodnota / charakteristika: áno","Technické vlastnosti: Hrniec 24 cm 5L s pokrievkou, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 10","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Chorvátska 5","28.6.2022 8:00:00","30.6.2022 14:00:00","","ks","201,0000","1641,720","Kúpna zmluva","False","Cena s DPH","3.6.2022 9:00:00","250","1560,000","2","3","3.6.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=15dcc329-9c40-4198-a5ba-a04a34389d67","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=895f7bdd-f2ea-494c-8494-0aaf321de90a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=7b2b33cd-bd32-41e0-83a4-bebe4868ec3c","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f65c0552-fea2-40ab-97b9-07a256d0f57b","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0badcca1-dd2d-45cb-a236-4720d8504082","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ed6ef3ca-6fad-403d-a1e5-b51e078bf14e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=122090ee-efdb-4dd8-bdc2-de44e6469bdc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=06e2ae41-7250-4a44-8e7f-3102337cac47",
"Z20224675","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323773","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738255","Slovenská republika","Bratislava","81229","Chorvátska 5","11.5.2022 13:56:35","3.6.2022 9:38:00","Kuchynské potreby","","","","","","Technické vlastnosti: Materiál, Hodnota / charakteristika: smalt; Technické vlastnosti: Hrniec vhodný pre všetky typy sporákov, Hodnota / charakteristika: áno","Technické vlastnosti: Hrniec 20 cm 3L s pokrievkou, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 6","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Chorvátska 5","28.6.2022 8:00:00","30.6.2022 14:00:00","","ks","201,0000","1641,720","Kúpna zmluva","False","Cena s DPH","3.6.2022 9:00:00","250","1560,000","2","3","3.6.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=15dcc329-9c40-4198-a5ba-a04a34389d67","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=895f7bdd-f2ea-494c-8494-0aaf321de90a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=7b2b33cd-bd32-41e0-83a4-bebe4868ec3c","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f65c0552-fea2-40ab-97b9-07a256d0f57b","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0badcca1-dd2d-45cb-a236-4720d8504082","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ed6ef3ca-6fad-403d-a1e5-b51e078bf14e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=122090ee-efdb-4dd8-bdc2-de44e6469bdc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=06e2ae41-7250-4a44-8e7f-3102337cac47",
"Z20224675","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323773","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738255","Slovenská republika","Bratislava","81229","Chorvátska 5","11.5.2022 13:56:35","3.6.2022 9:38:00","Kuchynské potreby","","","","","","Technické vlastnosti: Materiál, Hodnota / charakteristika: hliník/zliatina; Technické vlastnosti: šírka, Hodnota / charakteristika: 24 cm; Technické vlastnosti: výška, Hodnota / charakteristika: 2 cm; Technické vlastnosti: dĺžka, Hodnota / charakteristika: 41 cm","Technické vlastnosti: Panvica na palacinky 24 cm, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 14","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Chorvátska 5","28.6.2022 8:00:00","30.6.2022 14:00:00","","ks","201,0000","1641,720","Kúpna zmluva","False","Cena s DPH","3.6.2022 9:00:00","250","1560,000","2","3","3.6.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=15dcc329-9c40-4198-a5ba-a04a34389d67","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=895f7bdd-f2ea-494c-8494-0aaf321de90a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=7b2b33cd-bd32-41e0-83a4-bebe4868ec3c","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f65c0552-fea2-40ab-97b9-07a256d0f57b","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0badcca1-dd2d-45cb-a236-4720d8504082","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ed6ef3ca-6fad-403d-a1e5-b51e078bf14e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=122090ee-efdb-4dd8-bdc2-de44e6469bdc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=06e2ae41-7250-4a44-8e7f-3102337cac47",
"Z20224675","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323773","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738255","Slovenská republika","Bratislava","81229","Chorvátska 5","11.5.2022 13:56:35","3.6.2022 9:38:00","Kuchynské potreby","","","","","","Technické vlastnosti: Materiál, Hodnota / charakteristika: hliník/zliatina; Technické vlastnosti: šírka, Hodnota / charakteristika: 24 cm; Technické vlastnosti: výška, Hodnota / charakteristika: 2 cm; Technické vlastnosti: dĺžka, Hodnota / charakteristika: 41 cm","Technické vlastnosti: Panvica WOK 28 cm, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 11","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Chorvátska 5","28.6.2022 8:00:00","30.6.2022 14:00:00","","ks","201,0000","1641,720","Kúpna zmluva","False","Cena s DPH","3.6.2022 9:00:00","250","1560,000","2","3","3.6.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=15dcc329-9c40-4198-a5ba-a04a34389d67","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=895f7bdd-f2ea-494c-8494-0aaf321de90a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=7b2b33cd-bd32-41e0-83a4-bebe4868ec3c","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f65c0552-fea2-40ab-97b9-07a256d0f57b","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0badcca1-dd2d-45cb-a236-4720d8504082","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ed6ef3ca-6fad-403d-a1e5-b51e078bf14e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=122090ee-efdb-4dd8-bdc2-de44e6469bdc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=06e2ae41-7250-4a44-8e7f-3102337cac47",
"Z20224675","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323773","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738255","Slovenská republika","Bratislava","81229","Chorvátska 5","11.5.2022 13:56:35","3.6.2022 9:38:00","Kuchynské potreby","","","","","","Technické vlastnosti: Materiál, Hodnota / charakteristika: drevo; Technické vlastnosti: šírka, Hodnota / charakteristika: 5 cm; Technické vlastnosti: výška, Hodnota / charakteristika: 2 cm; Technické vlastnosti: dĺžka, Hodnota / charakteristika: 35,5 cm","Technické vlastnosti: Varecha 35 cm, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 16","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Chorvátska 5","28.6.2022 8:00:00","30.6.2022 14:00:00","","ks","201,0000","1641,720","Kúpna zmluva","False","Cena s DPH","3.6.2022 9:00:00","250","1560,000","2","3","3.6.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=15dcc329-9c40-4198-a5ba-a04a34389d67","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=895f7bdd-f2ea-494c-8494-0aaf321de90a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=7b2b33cd-bd32-41e0-83a4-bebe4868ec3c","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f65c0552-fea2-40ab-97b9-07a256d0f57b","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0badcca1-dd2d-45cb-a236-4720d8504082","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ed6ef3ca-6fad-403d-a1e5-b51e078bf14e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=122090ee-efdb-4dd8-bdc2-de44e6469bdc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=06e2ae41-7250-4a44-8e7f-3102337cac47",
"Z20224675","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323773","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738255","Slovenská republika","Bratislava","81229","Chorvátska 5","11.5.2022 13:56:35","3.6.2022 9:38:00","Kuchynské potreby","","","","","","Technické vlastnosti: Materiál, Hodnota / charakteristika: nerez; Technické vlastnosti: šírka, Hodnota / charakteristika: 8 cm; Technické vlastnosti: výška, Hodnota / charakteristika: 25 cm; Technické vlastnosti: dĺžka, Hodnota / charakteristika: 8 cm","Technické vlastnosti: Mačkadlo na zemiaky - mriežka, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 7","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Chorvátska 5","28.6.2022 8:00:00","30.6.2022 14:00:00","","ks","201,0000","1641,720","Kúpna zmluva","False","Cena s DPH","3.6.2022 9:00:00","250","1560,000","2","3","3.6.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=15dcc329-9c40-4198-a5ba-a04a34389d67","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=895f7bdd-f2ea-494c-8494-0aaf321de90a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=7b2b33cd-bd32-41e0-83a4-bebe4868ec3c","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f65c0552-fea2-40ab-97b9-07a256d0f57b","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0badcca1-dd2d-45cb-a236-4720d8504082","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ed6ef3ca-6fad-403d-a1e5-b51e078bf14e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=122090ee-efdb-4dd8-bdc2-de44e6469bdc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=06e2ae41-7250-4a44-8e7f-3102337cac47",
"Z20224675","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323773","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738255","Slovenská republika","Bratislava","81229","Chorvátska 5","11.5.2022 13:56:35","3.6.2022 9:38:00","Kuchynské potreby","","","","","","Technické vlastnosti: Materiál, Hodnota / charakteristika: plast; Technické vlastnosti: šírka, Hodnota / charakteristika: 9 cm; Technické vlastnosti: výška, Hodnota / charakteristika: 2,5 cm; Technické vlastnosti: dĺžka, Hodnota / charakteristika: 32 cm","Technické vlastnosti: Obracačka, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 11","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Chorvátska 5","28.6.2022 8:00:00","30.6.2022 14:00:00","","ks","201,0000","1641,720","Kúpna zmluva","False","Cena s DPH","3.6.2022 9:00:00","250","1560,000","2","3","3.6.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=15dcc329-9c40-4198-a5ba-a04a34389d67","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=895f7bdd-f2ea-494c-8494-0aaf321de90a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=7b2b33cd-bd32-41e0-83a4-bebe4868ec3c","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f65c0552-fea2-40ab-97b9-07a256d0f57b","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0badcca1-dd2d-45cb-a236-4720d8504082","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ed6ef3ca-6fad-403d-a1e5-b51e078bf14e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=122090ee-efdb-4dd8-bdc2-de44e6469bdc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=06e2ae41-7250-4a44-8e7f-3102337cac47",
"Z20224675","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323773","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738255","Slovenská republika","Bratislava","81229","Chorvátska 5","11.5.2022 13:56:35","3.6.2022 9:38:00","Kuchynské potreby","","","","","","Technické vlastnosti: Materiál, Hodnota / charakteristika: nerez; Technické vlastnosti: šírka, Hodnota / charakteristika: 4,5 cm; Technické vlastnosti: výška, Hodnota / charakteristika: 4,5 cm; Technické vlastnosti: dĺžka, Hodnota / charakteristika: 20 cm","Technické vlastnosti: Metlička na šľahanie, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 12","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Chorvátska 5","28.6.2022 8:00:00","30.6.2022 14:00:00","","ks","201,0000","1641,720","Kúpna zmluva","False","Cena s DPH","3.6.2022 9:00:00","250","1560,000","2","3","3.6.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=15dcc329-9c40-4198-a5ba-a04a34389d67","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=895f7bdd-f2ea-494c-8494-0aaf321de90a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=7b2b33cd-bd32-41e0-83a4-bebe4868ec3c","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f65c0552-fea2-40ab-97b9-07a256d0f57b","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0badcca1-dd2d-45cb-a236-4720d8504082","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ed6ef3ca-6fad-403d-a1e5-b51e078bf14e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=122090ee-efdb-4dd8-bdc2-de44e6469bdc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=06e2ae41-7250-4a44-8e7f-3102337cac47",
"Z20224675","https://portal.eks.sk/SpravaZakaziek/Zakazky/Detail/323773","zazmluvnená","§ 117 a § 110 ZVO","§ 7 ods. 1 písm. a)","Ústav na výkon väzby a Ústav na výkon trestu odňatia slobody","00738255","Slovenská republika","Bratislava","81229","Chorvátska 5","11.5.2022 13:56:35","3.6.2022 9:38:00","Kuchynské potreby","","","","","","Technické vlastnosti: Materiál, Hodnota / charakteristika: Plast; Technické vlastnosti: šírka, Hodnota / charakteristika: 17 cm; Technické vlastnosti: výška, Hodnota / charakteristika: 4 cm; Technické vlastnosti: dĺžka, Hodnota / charakteristika: 32 cm","Technické vlastnosti: Haluškáreň UH, Jednotka: ks, Minimum: , Maximum: , Presná hodnota: 10","Slovenská republika","Bratislavský","Bratislava I","Bratislava - mestská časť Staré Mesto","Chorvátska 5","28.6.2022 8:00:00","30.6.2022 14:00:00","","ks","201,0000","1641,720","Kúpna zmluva","False","Cena s DPH","3.6.2022 9:00:00","250","1560,000","2","3","3.6.2022 9:15:00","20","2","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=15dcc329-9c40-4198-a5ba-a04a34389d67","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=895f7bdd-f2ea-494c-8494-0aaf321de90a","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=7b2b33cd-bd32-41e0-83a4-bebe4868ec3c","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=f65c0552-fea2-40ab-97b9-07a256d0f57b","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=0badcca1-dd2d-45cb-a236-4720d8504082","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=ed6ef3ca-6fad-403d-a1e5-b51e078bf14e","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=122090ee-efdb-4dd8-bdc2-de44e6469bdc","https://portal.eks.sk/Zakazky/StiahniZmluvnuPrilohuZakazky?correlationId=06e2ae41-7250-4a44-8e7f-3102337cac47",
