"OpisnyFormularIdentifikator","OpisnyFormularStav","OpisnyFormularNazov","OpisnyFormularKlucoveSlova","OpisnyFormularCpv","OpisnyFormularDruh","OpisnyFormularKategoriaSluzieb","OpisnyFormularUrl","OpisnyFormularPocetVyhlasenychZakaziek","OpisnyFormularObchodovanaSumaBezDPH",
"OF-174813","Po karanténe","Diagnostický spotrebný materiál - roztoky","spotrebný materiál, roztoky na sekvenačnú analýzu PCR produktov","33124130-5 Diagnostický spotrebný materiál; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/174813","1","1445,450",
"OF-175749","Po karanténe","Dvojcestný ventil, striekačka tuberkulin, striekačka so závitom Omnifix, infúzny filter, trojprvková rampa, intravenózna kanyla, set na fixáciu epidurálneho katétra","Dvojcestný ventil, striekačka tuberkulin, striekačka so závitom Omnifix, infúzny filter, trojprvková rampa, intravenózna kanyla, set na fixáciu epidurálneho katétra","33140000-3 Zdravotnícky spotrebný materiál; 33141000-0 Jednorazový nechemický lekársky spotrebný materiál a hematologický spotrebný materiál; 33194120-3 Potreby na infúzie; 33141310-6 Injekčné striekačky; 33141220-8 Kanyly; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/175749","1","0",
"OF-175726","Po karanténe","Spojovacie hadičky nízkoobjemové, žalúdočná sonda pediatrická","zdravotnícky materiál, spojovacie hadičky nízkoobjemové, žalúdočná sonda pediatrická","33140000-3 Zdravotnícky spotrebný materiál; 33194120-3 Potreby na infúzie; 33141641-5 Sondy; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/175726","1","0",
"OF-175251","Po karanténe","Počítače na výuku pre žiakov TV - použité, repasované s príslušenstvom (myš, klávesnica, monitor)","Počítač, monitor","30213300-8 Stolový počítač; 30231300-0 Zobrazovacie jednotky (obrazovky); 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/175251","1","970,900",
"OF-174690","Po karanténe","Chemikálie na pranie s technológiou dávkovania","Chemikálie na pranie, dávkovanie pracích chemikálií 9/2018","39831000-6 Pracie prostriedky; 42993200-5 Dávkovacie zariadenia; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/174690","1","4199,990",
"OF-175517","Po karanténe","Dodávka filtrov do zariadenia na čistenie vody","Filter, reverzná osmóza","42955000-5 Časti filtračných zariadení; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/175517","1","0",
"OF-174481","Po karanténe","Mestský elektromobil ","elektromobil, osobné vozidlo, preprava osôb","34110000-1 Osobné automobily; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/174481","1","29416,660",
"OF-174315","Po karanténe","Multimediálny pracovný notebook","Notebook			","30213100-6 Prenosné počítače; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/174315","1","550,000",
"OF-175122","Po karanténe","Vreckový vysávač","vysávač, spotrebič ","39710000-2 Elektrické prístroje pre domácnosť; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/175122","1","111,990",
"OF-175351","Po karanténe","Oceľová rúra, profil, tyč","Oceľová rúra, profil, tyč","44163100-1 Rúrky; 44334000-0 Profily; 44330000-2 Tyče, prúty, drôty a profily používané v stavebníctve; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/175351","1","0",
"OF-174856","Po karanténe","Tablet s príslušenstvom","tablet","30213200-7 Tabletový počítač; 60000000-8 Dopravné služby (bez prepravy odpadu)","Tovar; Služba","","https://portal.eks.sk/SpravaKniznice/OpisneFormulareKniznice/VerejnyDetailOpisnehoFormularaKniznice/174856","1","1349,170",
